Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser
52,Male,Birmingham,Secondary,0.15802298629127975,2453,214,0.7600759906649841,Text,Food,Medium,None,Rare,Simple,Afternoon,Desktop,Opera
48,Male,Glasgow,Secondary,0.08680861614365021,9823,166,0.4585851836596073,Image,Fashion,Medium,High,Moderate,Simple,Afternoon,Desktop,Chrome
61,Other,Leeds,Secondary,0.19244701360336192,5239,111,0.739116204876751,Image,Food,Medium,Medium,Moderate,Moderate,Evening,Tablet,Firefox
36,Male,Birmingham,Secondary,0.8524443864977456,3386,21,0.7729278978334481,Image,Food,Large,Medium,Rare,Simple,Afternoon,Mobile,Opera
63,Male,Leeds,Post-secondary,0.024522649262932905,5152,90,0.45900738952238873,Video,Technology,Medium,Low,Moderate,Simple,Night,Tablet,Firefox
41,Other,Birmingham,Post-secondary,0.43161725028685605,1622,154,0.18776812782184882,Text,Sports,Medium,Medium,Frequent,Simple,Night,Desktop,Edge
19,Male,Leeds,Post-secondary,0.8009363887030907,4382,287,0.5977670787061549,Video,Technology,Small,Medium,Moderate,Complex,Afternoon,Tablet,Edge
24,Other,Manchester,Secondary,0.1002582045273901,3424,51,0.5542888392884701,Video,Food,Small,High,Rare,Moderate,Evening,Mobile,Safari
60,Male,Glasgow,Post-secondary,0.22771359015896464,5876,223,0.500493685819311,Text,Fashion,Medium,Medium,Moderate,Moderate,Morning,Desktop,Chrome
48,Male,Glasgow,Secondary,0.7274397075582869,2934,265,0.05858202317369332,Video,Sports,Large,Low,Rare,Complex,Night,Tablet,Opera
34,Other,Glasgow,Secondary,0.6475524325933526,178,43,0.7775631943305389,Text,Technology,Large,Medium,Frequent,Complex,Morning,Tablet,Chrome
44,Female,Birmingham,Secondary,0.5630238367151661,874,78,0.5387082535651173,Image,Travel,Large,High,Moderate,Simple,Afternoon,Desktop,Edge
53,Other,Glasgow,Secondary,0.17164081662818076,7123,296,0.43065145226838597,Image,Fashion,Small,None,Rare,Simple,Morning,Mobile,Chrome
60,Female,London,Post-secondary,0.7945310119658656,2343,17,0.8148922205470591,Video,Travel,Medium,Low,Rare,Complex,Morning,Tablet,Safari
27,Female,London,Secondary,0.14141411188129605,3242,138,0.19688469106306683,Image,Food,Large,None,Frequent,Simple,Afternoon,Tablet,Edge
62,Male,Glasgow,Secondary,0.13479789472306425,8154,61,0.27168135813174477,Text,Fashion,Large,Low,Moderate,Simple,Evening,Desktop,Edge
31,Other,Glasgow,Post-secondary,0.7950350443033544,3905,289,0.6397270437316123,Image,Fashion,Medium,Low,Frequent,Simple,Morning,Tablet,Safari
24,Female,Birmingham,Secondary,0.3692233278840753,3351,215,0.3900580373018665,Text,Sports,Large,Medium,Moderate,Simple,Night,Tablet,Opera
56,Female,Glasgow,Secondary,0.31261711592334684,5055,222,0.3030692892057736,Image,Food,Large,Low,Rare,Moderate,Afternoon,Desktop,Firefox
57,Female,Leeds,Post-secondary,0.2786720513102364,1662,232,0.2546159351015198,Image,Technology,Medium,None,Rare,Complex,Morning,Mobile,Firefox
26,Female,Manchester,Secondary,0.32497210636760143,8013,20,0.4857307866628775,Image,Fashion,Small,Medium,Rare,Complex,Morning,Mobile,Chrome
31,Other,Birmingham,Post-secondary,0.3405875997076052,8095,296,0.7755368723009688,Text,Technology,Small,High,Rare,Moderate,Evening,Tablet,Safari
25,Male,Birmingham,Post-secondary,0.6963676936065396,9217,259,0.8053259580175688,Image,Food,Small,None,Moderate,Complex,Night,Tablet,Edge
34,Male,London,Post-secondary,0.2402622011512725,7956,225,0.7905697006854675,Video,Food,Large,High,Rare,Moderate,Night,Tablet,Firefox
40,Female,Birmingham,Secondary,0.3253264534739049,3489,100,0.8856452506740252,Image,Travel,Small,High,Frequent,Simple,Morning,Tablet,Chrome
33,Male,Birmingham,Post-secondary,0.7762115084700661,3872,144,0.050741830639421504,Video,Technology,Large,Medium,Frequent,Moderate,Afternoon,Mobile,Safari
43,Female,Manchester,Post-secondary,0.9131505733137121,4701,158,0.9822168599100114,Video,Technology,Small,High,Moderate,Complex,Morning,Desktop,Opera
26,Male,Leeds,Secondary,0.6128359702284323,4287,23,0.42646149178859716,Video,Sports,Small,None,Moderate,Moderate,Evening,Desktop,Chrome
53,Male,Manchester,Secondary,0.10511822946280702,6929,101,0.19298210794577952,Image,Food,Small,Medium,Moderate,Simple,Afternoon,Mobile,Firefox
24,Other,Leeds,Secondary,0.5415846607086229,213,65,0.9700227833676315,Image,Food,Medium,Low,Frequent,Simple,Night,Desktop,Edge
35,Female,London,Post-secondary,0.6277788742244063,4594,95,0.8251823228761317,Text,Food,Large,High,Frequent,Complex,Night,Mobile,Edge
25,Other,Manchester,Post-secondary,0.3140526970069475,2984,73,0.9297235523838182,Text,Food,Large,Low,Rare,Complex,Evening,Mobile,Chrome
38,Male,Manchester,Secondary,0.8280003729268972,9796,275,0.5231537257537632,Video,Sports,Large,Low,Frequent,Moderate,Night,Mobile,Opera
43,Female,Manchester,Secondary,0.7820788107571781,9631,266,0.7477418496154136,Video,Travel,Large,Low,Moderate,Simple,Afternoon,Desktop,Firefox
20,Female,Glasgow,Secondary,0.5753067067202899,5646,133,0.5194640377742835,Image,Food,Small,Low,Frequent,Moderate,Morning,Mobile,Safari
34,Female,Glasgow,Secondary,0.1450155894271119,920,179,0.5394501138114556,Video,Fashion,Small,Medium,Frequent,Complex,Morning,Tablet,Chrome
63,Female,Manchester,Secondary,0.6973814656840917,9494,265,0.9515009644070361,Text,Travel,Small,None,Frequent,Moderate,Afternoon,Mobile,Opera
41,Female,Birmingham,Secondary,0.8953486638415221,8412,282,0.7383569836420978,Video,Sports,Medium,None,Moderate,Complex,Evening,Desktop,Chrome
42,Female,London,Secondary,0.2501011097732363,5142,256,0.5667778068474927,Video,Travel,Large,Low,Rare,Moderate,Afternoon,Mobile,Edge
22,Male,Birmingham,Secondary,0.9586858956840082,6101,217,0.3927352644321399,Image,Travel,Small,Low,Rare,Complex,Night,Desktop,Safari
54,Female,London,Secondary,0.7713023970302836,8233,55,0.16432763861441124,Video,Sports,Large,High,Frequent,Simple,Afternoon,Tablet,Edge
62,Male,London,Post-secondary,0.30032157477911237,6715,116,0.11573037457541713,Image,Fashion,Medium,Low,Rare,Complex,Evening,Tablet,Opera
41,Other,Glasgow,Post-secondary,0.6168211241115817,7225,108,0.29966614553662196,Text,Food,Small,None,Moderate,Moderate,Night,Tablet,Safari
48,Male,London,Secondary,0.3078479320806945,3004,19,0.6928043451973245,Video,Fashion,Small,Low,Rare,Simple,Afternoon,Desktop,Safari
43,Other,Manchester,Post-secondary,0.09946787609389407,4795,188,0.19155261876570961,Text,Food,Large,None,Frequent,Complex,Evening,Tablet,Opera
38,Female,Manchester,Secondary,0.8241486696206854,7330,202,0.13146213659070616,Image,Sports,Medium,Medium,Rare,Moderate,Morning,Tablet,Chrome
51,Male,London,Secondary,0.6658070345090323,6850,117,0.07775737697313989,Text,Technology,Medium,High,Frequent,Moderate,Morning,Mobile,Edge
55,Male,Glasgow,Secondary,0.6140006512807219,5316,8,0.8462493800401598,Video,Sports,Large,High,Moderate,Complex,Afternoon,Desktop,Chrome
41,Male,Birmingham,Secondary,0.14217288071323342,2105,290,0.24118982176047088,Image,Travel,Small,None,Rare,Complex,Night,Desktop,Safari
45,Other,Glasgow,Post-secondary,0.37737711316979705,9370,294,0.2008504640859532,Video,Food,Large,Low,Moderate,Simple,Morning,Desktop,Opera
47,Female,Glasgow,Secondary,0.8766360800049111,9154,170,0.3908538678925718,Text,Sports,Medium,Medium,Moderate,Complex,Evening,Desktop,Edge
51,Male,Birmingham,Post-secondary,0.1633044607769063,6761,279,0.6294862004857275,Image,Fashion,Small,High,Rare,Complex,Morning,Tablet,Opera
40,Other,Manchester,Post-secondary,0.04790288699711853,795,206,0.5862597572348028,Video,Technology,Large,None,Rare,Complex,Evening,Desktop,Opera
25,Male,Leeds,Post-secondary,0.1911514768901753,9810,169,0.9236578068800452,Text,Fashion,Medium,Low,Frequent,Moderate,Evening,Desktop,Opera
59,Male,Glasgow,Secondary,0.250180007174864,8703,117,0.6819721303815472,Text,Fashion,Medium,Low,Moderate,Simple,Afternoon,Tablet,Firefox
27,Male,Manchester,Post-secondary,0.7836425237658834,3517,72,0.5619715500975947,Image,Travel,Large,None,Moderate,Simple,Evening,Tablet,Firefox
18,Male,London,Secondary,0.6481414711893314,6661,245,0.7115981672249322,Image,Food,Small,None,Rare,Moderate,Evening,Desktop,Opera
37,Other,Glasgow,Secondary,0.01734274680649217,831,138,0.6637234880901197,Video,Food,Large,High,Rare,Complex,Night,Desktop,Firefox
54,Female,Glasgow,Secondary,0.01728965274119665,8180,68,0.767478319227962,Video,Sports,Large,Low,Rare,Moderate,Morning,Mobile,Chrome
35,Female,London,Secondary,0.5668964288000554,1780,205,0.5724263128483078,Image,Travel,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Edge
38,Male,Leeds,Secondary,0.6332924423782887,6579,206,0.8072907950548832,Image,Sports,Small,Medium,Moderate,Complex,Afternoon,Tablet,Edge
21,Other,Leeds,Secondary,0.12542188091555395,7686,116,0.9000573049353442,Image,Food,Small,Low,Rare,Moderate,Afternoon,Tablet,Safari
60,Female,Birmingham,Secondary,0.6104621520835593,1780,108,0.6964768294145666,Video,Travel,Large,High,Rare,Complex,Morning,Tablet,Edge
19,Female,London,Post-secondary,0.24035191041954007,9920,8,0.3576198580418821,Text,Food,Medium,Medium,Rare,Moderate,Evening,Tablet,Firefox
38,Male,Manchester,Secondary,0.3367213424605472,8292,240,0.27997823560285806,Image,Travel,Small,Low,Moderate,Simple,Afternoon,Mobile,Edge
54,Male,Manchester,Secondary,0.4088315803843413,8827,74,0.6371856652119066,Image,Technology,Small,Medium,Frequent,Moderate,Afternoon,Mobile,Firefox
22,Other,Leeds,Secondary,0.11619479623427964,4952,177,0.6314291382744621,Image,Technology,Large,None,Frequent,Moderate,Evening,Desktop,Firefox
34,Female,Birmingham,Secondary,0.963093605444955,4818,46,0.023910563851629152,Text,Food,Small,Medium,Frequent,Moderate,Evening,Mobile,Chrome
28,Male,Birmingham,Post-secondary,0.973764453627561,906,84,0.747109389627796,Text,Travel,Medium,High,Frequent,Complex,Morning,Mobile,Opera
63,Other,Manchester,Post-secondary,0.4450016890894074,5813,149,0.22187448682775046,Text,Sports,Medium,Low,Rare,Simple,Morning,Tablet,Edge
58,Other,Birmingham,Secondary,0.2574664780802747,1011,166,0.05449016214043634,Video,Technology,Large,High,Frequent,Complex,Night,Mobile,Edge
48,Other,Leeds,Secondary,0.9585944465253112,1407,178,0.15319920756241112,Video,Sports,Small,Low,Rare,Moderate,Evening,Desktop,Firefox
45,Female,Leeds,Post-secondary,0.8180573965471908,992,48,0.6567808884737264,Text,Technology,Large,None,Rare,Moderate,Evening,Desktop,Safari
61,Female,Birmingham,Post-secondary,0.724228605558232,526,76,0.5230546880987594,Text,Food,Medium,None,Moderate,Moderate,Evening,Desktop,Firefox
49,Female,Leeds,Secondary,0.4618117872776393,1610,86,0.8469377416298873,Image,Sports,Small,None,Moderate,Complex,Morning,Tablet,Edge
38,Other,Leeds,Secondary,0.41057870144117214,818,174,0.10625274999099044,Video,Travel,Large,None,Moderate,Complex,Morning,Desktop,Opera
24,Other,Birmingham,Post-secondary,0.7793492722768518,1939,299,0.829516640558441,Image,Technology,Small,Medium,Rare,Moderate,Morning,Desktop,Firefox
27,Male,Leeds,Post-secondary,0.5196136777646266,3509,40,0.6509178999698826,Image,Travel,Small,None,Frequent,Moderate,Evening,Mobile,Chrome
45,Male,London,Secondary,0.6605821388208081,8544,214,0.21492954390011454,Image,Fashion,Medium,None,Rare,Moderate,Night,Tablet,Safari
53,Female,Leeds,Secondary,0.5661929816084119,4432,20,0.7369056156720564,Video,Sports,Large,High,Moderate,Moderate,Evening,Desktop,Safari
37,Female,Glasgow,Post-secondary,0.7121854071513629,999,59,0.7413332879208887,Text,Technology,Small,None,Rare,Simple,Evening,Desktop,Safari
30,Male,Manchester,Post-secondary,0.09410500407840094,3289,47,0.1080015844823825,Video,Travel,Large,High,Moderate,Complex,Night,Tablet,Safari
36,Female,London,Secondary,0.3776210926357868,2045,178,0.2664468110210094,Text,Food,Large,High,Moderate,Moderate,Night,Tablet,Firefox
28,Male,Birmingham,Secondary,0.1670891885098651,3387,148,0.6388649039268323,Image,Fashion,Large,None,Moderate,Simple,Evening,Mobile,Safari
52,Male,Manchester,Post-secondary,0.2420439000235356,2145,244,0.3805746630158313,Video,Fashion,Small,Low,Moderate,Simple,Evening,Desktop,Opera
51,Male,Glasgow,Secondary,0.2008242765381808,7297,127,0.7652449460248011,Image,Travel,Large,High,Rare,Simple,Afternoon,Desktop,Safari
61,Other,Manchester,Secondary,0.5033222993038652,4220,57,0.5360424408076255,Text,Sports,Medium,Medium,Moderate,Simple,Morning,Desktop,Opera
21,Female,Leeds,Secondary,0.018992988509918707,4746,233,0.8569970748307678,Text,Food,Large,None,Frequent,Complex,Evening,Tablet,Opera
30,Other,Manchester,Post-secondary,0.9639676020084441,6052,296,0.11102601540791324,Image,Travel,Large,Low,Moderate,Complex,Night,Mobile,Firefox
54,Female,Birmingham,Secondary,0.5189638264095712,4688,103,0.7337467724624002,Image,Travel,Small,High,Moderate,Complex,Evening,Desktop,Firefox
19,Other,Leeds,Secondary,0.05257151420438899,8434,113,0.4646399700689676,Image,Travel,Small,Medium,Moderate,Moderate,Morning,Tablet,Safari
18,Female,Leeds,Secondary,0.6820538403617592,7349,232,0.5193909558246362,Text,Travel,Small,Medium,Frequent,Moderate,Night,Mobile,Edge
57,Female,Glasgow,Post-secondary,0.26888805009787653,798,97,0.2840455621221746,Text,Travel,Medium,None,Rare,Complex,Afternoon,Tablet,Firefox
42,Male,Manchester,Post-secondary,0.10676759258842983,4557,32,0.2690631536826119,Text,Travel,Small,None,Moderate,Complex,Afternoon,Desktop,Edge
54,Other,Glasgow,Secondary,0.8303036859749948,340,258,0.18980381538838287,Image,Food,Small,High,Rare,Moderate,Afternoon,Tablet,Firefox
53,Other,Leeds,Post-secondary,0.1979076029143242,463,174,0.3733456825587742,Text,Food,Medium,Medium,Frequent,Complex,Afternoon,Desktop,Edge
23,Female,Leeds,Post-secondary,0.10475426885963135,4885,247,0.23898784499249692,Video,Travel,Medium,Low,Rare,Complex,Morning,Desktop,Opera
24,Other,Glasgow,Secondary,0.05690645260383198,9941,7,0.18972807629864252,Video,Food,Large,None,Moderate,Complex,Afternoon,Mobile,Chrome
21,Female,Leeds,Secondary,0.728557743534167,4581,147,0.9617959126059913,Image,Technology,Large,None,Frequent,Complex,Night,Tablet,Firefox
52,Female,Manchester,Post-secondary,0.655271247322768,9963,285,0.4474142824826589,Video,Technology,Large,High,Moderate,Moderate,Night,Desktop,Chrome
58,Male,London,Post-secondary,0.008199140586074072,4716,24,0.6781223326131219,Text,Fashion,Large,Medium,Rare,Simple,Night,Tablet,Firefox
51,Female,Glasgow,Secondary,0.22148054044830368,3715,104,0.37414815850767913,Video,Technology,Small,None,Frequent,Simple,Night,Tablet,Edge
46,Other,Birmingham,Post-secondary,0.7046820311167495,736,128,0.5697937438063874,Text,Fashion,Small,Low,Rare,Simple,Morning,Mobile,Chrome
22,Male,London,Secondary,0.15214085470395233,7538,296,0.4992021090336326,Image,Food,Large,None,Moderate,Simple,Evening,Desktop,Opera
44,Female,Birmingham,Secondary,0.5767507831261646,4402,223,0.6126881483507907,Image,Travel,Large,Medium,Frequent,Moderate,Afternoon,Mobile,Chrome
50,Male,Leeds,Post-secondary,0.2131564667521073,5971,209,0.722728754448925,Video,Travel,Small,None,Moderate,Moderate,Afternoon,Tablet,Chrome
63,Male,London,Secondary,0.4492342848107873,9479,159,0.663909205751314,Image,Technology,Large,Medium,Rare,Complex,Night,Desktop,Chrome
27,Female,Leeds,Secondary,0.8674230618017811,1100,276,0.7621033886497018,Image,Food,Small,None,Rare,Moderate,Night,Mobile,Safari
23,Other,Leeds,Secondary,0.302596427300986,7461,106,0.14630440791225285,Video,Sports,Small,High,Rare,Simple,Afternoon,Tablet,Firefox
51,Female,Glasgow,Secondary,0.6859723899252312,6652,20,0.09403114050354289,Video,Travel,Small,High,Frequent,Simple,Morning,Mobile,Edge
25,Female,Birmingham,Secondary,0.4382812327828012,9610,155,0.33889943307925674,Video,Food,Small,None,Rare,Simple,Afternoon,Desktop,Chrome
48,Female,Manchester,Post-secondary,0.0961552543014883,9500,191,0.48182786087509044,Image,Travel,Medium,Low,Moderate,Complex,Morning,Mobile,Edge
26,Female,Glasgow,Post-secondary,0.36063499365180096,4527,128,0.22440258642932365,Text,Technology,Medium,Medium,Rare,Complex,Evening,Mobile,Chrome
38,Female,Glasgow,Secondary,0.8412800663481076,6102,235,0.773224529969948,Text,Sports,Large,High,Rare,Moderate,Evening,Mobile,Safari
25,Other,Birmingham,Secondary,0.9730462422682282,2433,8,0.7195559442230915,Text,Travel,Medium,Medium,Frequent,Simple,Evening,Tablet,Edge
21,Male,Glasgow,Secondary,0.8450816706160053,5192,94,0.913578918296801,Image,Food,Medium,None,Moderate,Complex,Evening,Mobile,Opera
39,Other,Birmingham,Secondary,0.16222839077355067,4750,222,0.7289601976453268,Video,Fashion,Small,None,Frequent,Moderate,Night,Tablet,Opera
45,Female,Glasgow,Secondary,0.3455092984490846,3710,200,0.10714531786189696,Video,Travel,Small,High,Frequent,Moderate,Night,Tablet,Opera
62,Male,London,Post-secondary,0.8311881586067501,9519,63,0.6649948238340624,Text,Fashion,Small,High,Frequent,Simple,Morning,Mobile,Safari
21,Male,Birmingham,Secondary,0.5538959343957655,9421,242,0.4120593377116154,Image,Food,Large,None,Rare,Moderate,Morning,Desktop,Edge
56,Male,Manchester,Post-secondary,0.7761857971144082,8664,193,0.2596147771366438,Video,Travel,Medium,High,Rare,Complex,Morning,Desktop,Edge
38,Other,Glasgow,Secondary,0.7777832666167901,7487,241,0.6019514224019971,Image,Sports,Large,Medium,Rare,Complex,Morning,Desktop,Edge
25,Other,London,Secondary,0.0710879006301196,4635,284,0.302190167339327,Video,Technology,Large,None,Frequent,Complex,Night,Desktop,Firefox
37,Other,Manchester,Secondary,0.3424065656010231,7480,136,0.5308563256808755,Text,Technology,Small,None,Moderate,Simple,Night,Mobile,Firefox
49,Female,Glasgow,Post-secondary,0.4790215054529672,8693,142,0.5759773853564093,Image,Food,Large,Low,Rare,Simple,Evening,Mobile,Opera
18,Other,Glasgow,Secondary,0.945224721580388,8366,133,0.5290669153175487,Text,Sports,Small,High,Moderate,Complex,Evening,Tablet,Safari
23,Other,Leeds,Secondary,0.8982288010160042,9280,287,0.010686520253527898,Text,Sports,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Firefox
45,Other,Glasgow,Secondary,0.4230319829312198,810,66,0.348738914166999,Video,Technology,Large,High,Rare,Moderate,Night,Tablet,Edge
61,Male,Manchester,Post-secondary,0.09566592748691505,5788,95,0.7904622642826705,Video,Fashion,Large,None,Frequent,Simple,Morning,Tablet,Edge
48,Male,Manchester,Secondary,0.40454228688038174,2560,119,0.34689564414614005,Image,Food,Medium,High,Rare,Simple,Morning,Desktop,Opera
27,Female,London,Secondary,0.5359033326412808,2403,7,0.5093794997730307,Text,Sports,Large,High,Frequent,Moderate,Night,Mobile,Edge
37,Male,Leeds,Secondary,0.9043971913990313,9972,206,0.34663207969126386,Video,Travel,Medium,Medium,Moderate,Simple,Afternoon,Desktop,Chrome
25,Female,London,Secondary,0.29487926714121704,2345,167,0.19923790748845183,Video,Food,Small,None,Moderate,Simple,Afternoon,Desktop,Firefox
39,Male,London,Secondary,0.30886414566898734,4668,293,0.19975347066528681,Video,Technology,Small,Medium,Rare,Moderate,Afternoon,Tablet,Firefox
55,Female,Glasgow,Secondary,0.627183234547841,3856,90,0.748859584640402,Text,Travel,Medium,Medium,Moderate,Simple,Evening,Tablet,Opera
46,Female,London,Secondary,0.505191555071379,9300,71,0.627952659636836,Image,Food,Large,None,Moderate,Complex,Evening,Desktop,Firefox
26,Male,Birmingham,Secondary,0.19586895905880652,7890,193,0.932057041088958,Video,Food,Medium,High,Rare,Simple,Evening,Tablet,Safari
61,Male,Leeds,Secondary,0.14472724884257937,6683,34,0.4210046599370373,Video,Fashion,Large,Medium,Frequent,Simple,Night,Desktop,Opera
64,Other,Glasgow,Post-secondary,0.4894972098053466,9765,13,0.6365672593725238,Text,Travel,Small,Medium,Rare,Moderate,Evening,Tablet,Firefox
18,Other,Birmingham,Secondary,0.7793909564002804,9043,89,0.4685395758399834,Video,Technology,Large,Low,Moderate,Complex,Afternoon,Tablet,Chrome
58,Female,Manchester,Secondary,0.7788312515567875,6512,229,0.47393787286906197,Text,Food,Large,Medium,Moderate,Moderate,Afternoon,Tablet,Chrome
56,Female,Leeds,Post-secondary,0.9758036873205908,5629,62,0.8540873756008774,Image,Fashion,Large,High,Frequent,Simple,Evening,Mobile,Edge
43,Female,Manchester,Secondary,0.3827181981579947,5796,161,0.4543027437485102,Text,Technology,Medium,High,Moderate,Complex,Evening,Mobile,Opera
28,Male,Manchester,Post-secondary,0.391989326810261,6569,261,0.9281668006312838,Text,Travel,Large,Low,Rare,Moderate,Morning,Tablet,Edge
52,Male,Glasgow,Post-secondary,0.0018194947805292294,5122,243,0.6205072571476393,Text,Technology,Small,None,Rare,Simple,Morning,Desktop,Firefox
41,Other,Birmingham,Post-secondary,0.8299173651954892,4876,248,0.08542429297114362,Video,Travel,Small,None,Moderate,Simple,Night,Desktop,Firefox
50,Male,Leeds,Post-secondary,0.6466284440680506,3584,207,0.06798291605090445,Text,Technology,Large,None,Rare,Moderate,Evening,Mobile,Safari
37,Female,Glasgow,Secondary,0.7699221187318909,8792,115,0.9823142123446809,Video,Travel,Large,Medium,Frequent,Complex,Night,Mobile,Chrome
44,Other,London,Secondary,0.47062319994480306,6528,65,0.3993593860447815,Text,Food,Small,Medium,Rare,Complex,Morning,Mobile,Opera
32,Male,Leeds,Secondary,0.9201934886408648,8303,79,0.5874588318505717,Video,Travel,Medium,High,Frequent,Simple,Afternoon,Mobile,Edge
50,Female,Glasgow,Secondary,0.029113797832714394,2753,190,0.4315860696701923,Video,Technology,Small,Medium,Moderate,Complex,Night,Tablet,Firefox
24,Male,Leeds,Post-secondary,0.11528118273788834,5604,226,0.158896438494607,Video,Sports,Small,None,Rare,Simple,Afternoon,Tablet,Chrome
51,Male,Leeds,Secondary,0.37601733497150314,8982,79,0.12555170305093377,Text,Technology,Small,Low,Rare,Complex,Night,Desktop,Firefox
62,Male,Glasgow,Secondary,0.0851059081135721,9054,61,0.21269615262495822,Text,Technology,Small,Low,Frequent,Simple,Evening,Mobile,Opera
63,Female,Manchester,Post-secondary,0.08788788196507191,6323,55,0.6053378112295557,Video,Technology,Small,High,Frequent,Simple,Evening,Desktop,Firefox
59,Female,Manchester,Post-secondary,0.5668726793505451,5071,116,0.5465335873757587,Video,Sports,Medium,Low,Frequent,Simple,Afternoon,Tablet,Opera
22,Male,Glasgow,Secondary,0.2161220195699175,3864,72,0.3285884322865048,Text,Technology,Small,High,Rare,Simple,Night,Tablet,Opera
47,Female,Leeds,Secondary,0.6265352105571295,6516,252,0.04417423970816814,Video,Technology,Medium,None,Moderate,Simple,Evening,Desktop,Chrome
45,Male,Manchester,Post-secondary,0.9293998221452582,8638,293,0.32402805011222846,Image,Food,Medium,Low,Moderate,Moderate,Evening,Tablet,Chrome
35,Other,Birmingham,Secondary,0.8238822097031292,3709,297,0.39830332365240295,Text,Fashion,Medium,Low,Frequent,Complex,Afternoon,Mobile,Opera
53,Female,London,Secondary,0.2484303875538083,3149,120,0.7564237829340678,Video,Sports,Medium,Low,Rare,Moderate,Afternoon,Desktop,Edge
20,Male,London,Secondary,0.08966292611132298,3115,230,0.7374839894934233,Text,Sports,Small,None,Frequent,Complex,Morning,Mobile,Firefox
38,Male,Birmingham,Secondary,0.9501924682159203,6730,296,0.22140809653603255,Text,Technology,Small,Medium,Frequent,Simple,Morning,Mobile,Firefox
63,Male,Birmingham,Post-secondary,0.9944959313733248,9893,10,0.22767395199424867,Image,Sports,Medium,High,Moderate,Complex,Morning,Mobile,Edge
33,Other,Birmingham,Secondary,0.3744948994651792,6690,227,0.6278828273877696,Image,Sports,Large,Low,Moderate,Moderate,Evening,Desktop,Firefox
54,Female,Leeds,Secondary,0.460677261142561,424,176,0.6517763473952897,Text,Travel,Small,Low,Frequent,Simple,Night,Mobile,Chrome
59,Male,Manchester,Secondary,0.14533366133006653,4471,102,0.5611027760705191,Image,Fashion,Large,Medium,Rare,Moderate,Morning,Tablet,Safari
22,Male,Birmingham,Secondary,0.7101807927776813,7936,289,0.11197138032779375,Image,Sports,Medium,High,Frequent,Moderate,Morning,Mobile,Safari
31,Male,Glasgow,Post-secondary,0.4218336068528409,750,106,0.28572014839159043,Video,Fashion,Medium,Medium,Rare,Complex,Afternoon,Tablet,Chrome
48,Female,London,Secondary,0.8030151452544093,5244,259,0.03170321146107313,Image,Sports,Small,None,Rare,Moderate,Evening,Mobile,Edge
63,Other,London,Secondary,0.5772967114245704,5401,114,0.7615941474726534,Image,Food,Large,High,Frequent,Moderate,Evening,Mobile,Opera
41,Other,Birmingham,Secondary,0.04278380916663371,1991,99,0.8065034273644852,Image,Fashion,Small,Medium,Frequent,Simple,Evening,Tablet,Safari
52,Male,Manchester,Post-secondary,0.3349545405035974,5435,62,0.9204805994112247,Text,Travel,Small,None,Frequent,Moderate,Morning,Mobile,Opera
53,Male,Birmingham,Secondary,0.8085961706701537,2594,151,0.08791556678404544,Video,Sports,Small,Low,Rare,Simple,Evening,Desktop,Edge
27,Female,Glasgow,Post-secondary,0.6881138813839268,3122,259,0.9062129562245375,Image,Technology,Large,Low,Frequent,Moderate,Night,Mobile,Chrome
44,Male,Birmingham,Secondary,0.6325319473789155,1768,188,0.9184252230271858,Video,Sports,Medium,High,Rare,Complex,Afternoon,Mobile,Chrome
44,Other,Leeds,Secondary,0.6725046423160782,5583,214,0.9977059924321842,Image,Sports,Medium,None,Rare,Complex,Evening,Desktop,Chrome
40,Female,Birmingham,Secondary,0.6050368756235982,1736,171,0.7778885680443031,Video,Sports,Large,None,Rare,Simple,Morning,Mobile,Chrome
30,Female,Leeds,Secondary,0.6411243265875745,7490,160,0.2626378356410527,Text,Fashion,Small,Low,Rare,Complex,Evening,Desktop,Firefox
33,Male,Manchester,Secondary,0.620421104640871,9412,239,0.2645588697189384,Image,Sports,Medium,High,Moderate,Moderate,Evening,Mobile,Edge
52,Other,Manchester,Secondary,0.5334279395046583,590,268,0.6882168777089944,Text,Fashion,Large,Medium,Rare,Moderate,Evening,Tablet,Edge
44,Female,Glasgow,Post-secondary,0.7577471254274131,2745,252,0.6797326616621708,Image,Travel,Medium,Low,Frequent,Complex,Night,Desktop,Chrome
56,Female,Manchester,Secondary,0.36949256352123194,6871,240,0.660329200595471,Video,Food,Small,None,Frequent,Complex,Morning,Tablet,Edge
64,Male,Leeds,Secondary,0.4752383386405016,790,123,0.3531208682404954,Video,Food,Large,Low,Frequent,Moderate,Evening,Tablet,Edge
34,Other,Manchester,Secondary,0.40144955691968986,3195,192,0.5197972782804574,Text,Food,Medium,High,Rare,Complex,Afternoon,Desktop,Chrome
58,Other,Leeds,Secondary,0.20921049112192747,3236,254,0.3014974791337992,Image,Sports,Medium,High,Frequent,Moderate,Afternoon,Mobile,Opera
18,Female,Glasgow,Secondary,0.3218889624998843,4671,251,0.5967907154163188,Video,Fashion,Medium,Medium,Rare,Complex,Night,Tablet,Firefox
